date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:32:33	35445/35445	---MCZ	200	added ('OK')	text/javascript	etag:W/%228153c626454615ee993b37a7c2285b84%22	https://ict-club.pages.dev/assets/vendor/isotope-layout/isotope.pkgd.min.js	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/isotope-layout/isotope.pkgd.min.js	(from https://ict-club.pages.dev/)
09:32:34	143629/143629	---MCZ	200	added ('OK')	text/javascript	etag:W/%22fafcab8c43eb01987d64fc7453e46782%22	https://ict-club.pages.dev/assets/vendor/swiper/swiper-bundle.min.js	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/swiper/swiper-bundle.min.js	(from https://ict-club.pages.dev/)
09:32:34	2590/2590	---MCZ	200	added ('OK')	text/javascript	etag:W/%22aaf72e64bb7e53986448d6961f05f6f7%22	https://ict-club.pages.dev/assets/vendor/php-email-form/validate.js	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/php-email-form/validate.js	(from https://ict-club.pages.dev/)
09:32:35	6125/6125	---MCZ	200	added ('OK')	text/javascript	etag:W/%22f3224cde30a55688b03b4f22c4614da0%22	https://ict-club.pages.dev/assets/js/main.js	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/js/main.js	(from https://ict-club.pages.dev/)
09:32:37	4045945/4045945	---M--	200	added ('OK')	image/png	etag:%22173e48ed0409928266d39c035fc66835%22	https://ict-club.pages.dev/assets/img/team/Keshav.png	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/img/team/Keshav.png	(from https://ict-club.pages.dev/)
09:32:37	112440/112440	---M--	200	added ('OK')	text/html	etag:%221d89185fc919fd7e803fc5fa5abab59d%22	https://ict-club.pages.dev/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsd862.html	(from https://ict-club.pages.dev/assets/vendor/bootstrap-icons/bootstrap-icons.css)
09:32:37	150592/150592	---MCZ	200	added ('OK')	application/font-woff	etag:W/%226cd2595f9f50d3807898a693cba89469%22	https://ict-club.pages.dev/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?8d200481aa7f02a2d63a331fc782cfaf	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsd862.woff	(from https://ict-club.pages.dev/assets/vendor/bootstrap-icons/bootstrap-icons.css)
09:32:38	115680/115680	---M--	200	added ('OK')	text/html	etag:%223f6b5fcabdab4befba74d5ca15e1dda4%22	https://ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.woff2	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons-2.html	(from https://ict-club.pages.dev/assets/vendor/boxicons/css/boxicons.min.css)
09:32:38	405670/405670	---M--	200	added ('OK')	text/html	etag:%22c4b6f31739654236143716a1b51caa1f%22	https://ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.eot	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.html	(from https://ict-club.pages.dev/assets/vendor/boxicons/css/boxicons.min.css)
09:32:41	320944/320944	---MCZ	200	added ('OK')	font/ttf	etag:W/%227b93c8296e76388e7713c00ef8080e1b%22	https://ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.ttf	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.ttf	(from https://ict-club.pages.dev/assets/vendor/boxicons/css/boxicons.min.css)
09:32:41	321020/321020	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22f3f4f8e14f952e8b40056f785a84e607%22	https://ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.woff	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.woff	(from https://ict-club.pages.dev/assets/vendor/boxicons/css/boxicons.min.css)
09:32:43	125268/125268	---M--	200	added ('OK')	text/html	etag:%2217ed956e53a92ccba10abb15e3be9dd7%22	https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.woff2?t=1590207869815	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/remixicon/remixicondf6d-2.html	(from https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.css)
09:32:44	1242122/1242122	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22aa9030fedc689ec7d66effe0a3c46425%22	https://ict-club.pages.dev/assets/vendor/boxicons/fonts/boxicons.svg?	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/boxicons/fonts/boxiconsd41d.svg	(from https://ict-club.pages.dev/assets/vendor/boxicons/css/boxicons.min.css)
09:32:44	403228/403228	---M--	200	added ('OK')	text/html	etag:%220abf258f22082b6704389d8643087b34%22	https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/remixicon/remixicondf6d.html	(from https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.css)
09:32:48	172876/172876	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222daf6d5b0f14887e8a38330d33baeaf4%22	https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.woff?t=1590207869815	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/remixicon/remixicondf6d.woff	(from https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.css)
09:32:48	403056/403056	---MCZ	200	added ('OK')	font/ttf	etag:W/%2239786f3b4ff5aad1cc71c71ee00e7f89%22	https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.ttf?t=1590207869815	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/remixicon/remixicondf6d.ttf	(from https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.css)
09:32:48	1195522/1195522	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225c9881f9e1c602922de67a9cb2e507a8%22	https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.svg?t=1590207869815	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/vendor/remixicon/remixicondf6d.svg	(from https://ict-club.pages.dev/assets/vendor/remixicon/remixicon.css)
09:33:01	159070/159070	---M--	200	added ('OK')	image/jpeg	etag:%227ed0c6492bf6e7d3d2f5350ea368adf2%22	https://ict-club.pages.dev/assets/img/codeof.jpg	C:/My%20Web%20Sites/ICT%20CLUB/ict-club.pages.dev/assets/img/codeof.jpg	(from https://ict-club.pages.dev/)
